2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 25 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 24 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 21 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 20 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 19 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 18 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 12 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 11 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 11 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 9 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 8 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 4 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 3 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - ByteCodeViewer loaded 2 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 2 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 2 classes 
2016-11-16 20:12:14,826 [   2943]   INFO - llij.ide.plugins.PluginManager - zielu.gittoolbox loaded 1 classes 
2016-11-16 20:12:15,243 [   3360]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.openapi.actionSystem.impl.ActionPreloader@134bd24 
2016-11-16 20:12:15,697 [   3814]   INFO - CompilerWorkspaceConfiguration - Available processors: 4 
2016-11-16 20:12:15,723 [   3840]   WARN - .intellij.diagnostic.VMOptions - VM options file path missing 
2016-11-16 20:12:16,113 [   4230]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.search.SearchableOptionPreloader@aeb9fd 
2016-11-16 20:12:16,225 [   4342]   INFO - ellij.project.impl.ProjectImpl - 153 project components initialized in 1049 ms 
2016-11-16 20:12:16,297 [   4414]   INFO - le.impl.ModuleManagerComponent - 5 module(s) loaded in 72 ms 
2016-11-16 20:12:16,557 [   4674]  DEBUG - elu.gittoolbox.fetch.AutoFetch - Scheduling fast auto-fetch 
2016-11-16 20:12:16,558 [   4675]  DEBUG - u.gittoolbox.GitToolBoxProject - Project opened 
2016-11-16 20:12:16,562 [   4679]  DEBUG - elu.gittoolbox.fetch.AutoFetch - Enter dumb mode 
2016-11-16 20:12:16,562 [   4679]  DEBUG - elu.gittoolbox.fetch.AutoFetch - Existing task cancelled 
2016-11-16 20:12:16,587 [   4704]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: wait for file watcher 
2016-11-16 20:12:16,588 [   4705]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.intellij.util.indexing.UnindexedFilesUpdater@1b8faaf 
2016-11-16 20:12:16,603 [   4720]   INFO - .diagnostic.PerformanceWatcher - Pushing properties took 14ms; general responsiveness: ok; EDT responsiveness: ok 
2016-11-16 20:12:16,664 [   4781]   INFO - .diagnostic.PerformanceWatcher - Indexable file iteration took 60ms; general responsiveness: ok; EDT responsiveness: ok 
